ICAO,TYPE/SIZE,NAME,ELEVATION,iso_country,iso_region,municipality,Lat,Lon
04SD,heliport,Cheyenne River Health Center Heliport,2437,US,US-SD,Eagle Butte,-101.243011,44.993124
04TA,heliport,Capitol National Bank Building Heliport,540,US,US-TX,Austin,-97.74469757,30.27104167
04TE,heliport,Veterans Affairs Medical Center Heliport,49,US,US-TX,Houston,-95.38739777,29.70019913
04TN,small_airport,Hensley Airpark,1430,US,US-TN,Chuckey,-82.67890167,36.18330002
04TS,heliport,Hummingbird Heliport,690,US,US-TX,Hutto,-97.60610199,30.55349922
04TX,small_airport,Pocock Airport,565,US,US-TX,China Spring,-97.36889648,31.73220062
04UT,small_airport,Navajo Mountain Airport,6160,US,US-UT,Navajo Mountain Trdng Post,-110.7949982,37.00830078
04V,small_airport,Saguache Municipal Airport,7826,US,US-CO,Saguache,-106.1743889,38.0990833
04VA,heliport,Russell County Medical Center Heliport,2004,US,US-VA,Lebanon,-82.078,36.898
04VG,small_airport,Manquin Flight Park Ultralightport,50,US,US-VA,Manquin,-77.21179962,37.71440125
04VT,small_airport,Lightning Bolt Field Airport,2156,US,US-VT,Cabot,-72.26360321,44.40110016
04W,small_airport,Field of Dreams Airport,1021,US,US-MN,Hinckley,-92.895401,46.02280045
04WA,small_airport,Ox Meadows Airport,2345,US,US-WA,Spokane,-117.4369965,47.58179855
04WI,small_airport,Dutch Gap Airstrip,760,US,US-WI,Bristol,-88.01670074,42.52339935
04WN,small_airport,Stillwater Creek Airport,1510,US,US-WA,Royal City,-119.641667,46.963889
04WV,heliport,West Virginia Univ. Hosp. Inc. Gnd. Pad #2 Heliport,1137,US,US-WV,Morgantown,-79.95611111,39.65361111
04XS,closed,Schmidts Heliport,625,US,US-TX,Mansfield,-97.142502,32.5821
05AK,small_airport,Wasilla Creek Airpark,620,US,US-AK,Palmer,-149.1880035,61.66830063
05AL,heliport,Allen Stagefield Army Heliport,365,US,US-AL,Fort Rucker/Wicksburg,-85.64969635,31.23119926
05AR,small_airport,Ozark Skies Airpark,1900,US,US-AR,Kingston,-93.57025,36.000633
05AZ,heliport,Yuma Regional Medical Center Heliport,200,US,US-AZ,Yuma,-114.6340027,32.68280029
05B,seaplane_base,Van Buren Seaplane Base,440,US,US-ME,Van Buren,-67.931999,47.158901
05CA,heliport,Lost Hills Sheriff's Station Heliport,888,US,US-CA,Calabasas,-118.7139969,34.13779831
05CL,small_airport,Pope Valley Airport,618,US,US-CA,Pope Valley,-122.3909988,38.6106987
05CO,small_airport,Rancho De Aereo Airport,4978,US,US-CO,Mead,-104.9844228,40.2149839
05CT,heliport,O And G Heliport,600,US,US-CT,Torrington,-73.11620331,41.77370071
05FA,small_airport,Melanie's Airport,295,US,US-FL,Florala,-86.21829987,30.91889954
05FD,heliport,Aventura Heliport,6,US,US-FL,North Miami Beach,-80.1391983,25.96089935
05FL,small_airport,Charlton Strip,36,US,US-FL,La Belle,-81.40830231,26.5230999
05GA,small_airport,Raju Airport,625,US,US-GA,Richland,-84.71440125,32.07139969
05IA,small_airport,Spotts Field,1155,US,US-IA,Nora Springs,-93.06829834,43.13750076
05ID,small_airport,Running Creek Ranch Airport,2969,US,US-ID,Grangeville,-114.835999,45.914101
05II,small_airport,Reichhart Airport,795,US,US-IN,New Haven,-84.99720001,41.02870178
05IL,small_airport,Classic Landings Airport,635,US,US-IL,Bonfield,-88.01670074,41.15670013
05IN,small_airport,Cooper Airport,860,US,US-IN,Belleville,-86.5042038,39.64199829
05IS,small_airport,Hardy Airport,605,US,US-IL,Mount Auburn,-89.26399994,39.72589874
05KS,small_airport,Darbro Field,945,US,US-KS,Elk City,-95.959198,37.26620102
05KY,small_airport,Cartersville Airport,1070,US,US-KY,Berea,-84.40720367,37.53689957
05LA,small_airport,Greg's Flying Service Airport,76,US,US-LA,Baskin,-91.69779968,32.26530075
05LL,heliport,Midwest Heliport,710,US,US-IL,Willowbrook,-87.93509674,41.74890137
05LS,small_airport,Grass Roots Airport,83,US,US-LA,Alexandria,-92.47579956,31.25219917
05M,heliport,Pauls Valley General Hospital Heliport,911,US,US-OK,Pauls Valley,-97.214237,34.71979
05MA,heliport,Bentley Heliport,80,US,US-MA,Ipswich,-70.91230011,42.69120026
05MD,small_airport,Breezecroft Airport,20,US,US-MD,Chestertown,-76.2052002,39.25009918
05ME,small_airport,Drisko Airport,70,US,US-ME,Jonesboro,-67.55919647,44.6570015
05MN,heliport,Northern Pines Medical Center Heliport,1446,US,US-MN,Aurora,-92.2302778,47.5175001
05MO,heliport,Portageville Community Heliport,272,US,US-MO,Portageville,-89.68009949,36.42979813
05MS,heliport,Va Medical Center Jackson Heliport,359,US,US-MS,Jackson,-90.16809845,32.31890106
05MT,small_airport,Jones Landing,4364,US,US-MT,Belgrade,-111.152163,45.815368
05NC,closed,Brunswick Community Hospital Heliport,63,US,US-NC,Supply,-78.2911,34.008099
05NE,small_airport,Mc Kay Airport,2010,US,US-NE,Spalding,-98.30899811,41.72219849
05NH,heliport,Stumpfield Heliport,200,US,US-NH,Kensington,-70.95140076,42.9239006
05NJ,heliport,Paulus Hook Pier Heliport,7,US,US-NJ,Jersey City,-74.03150177,40.7140007
05NV,small_airport,Baker Ranches Airport,5180,US,US-NV,Baker,-114.088219,39.0311
05NY,heliport,Oswego County At Pulaski Heliport,445,US,US-NY,Pulaski,-76.09020233,43.55199814
05OI,small_airport,Dorlon Airpark,830,US,US-OH,Columbia Station,-81.96260071,41.28839874
05OK,closed,Hawk Haven Airport,1075,US,US-OK,Crescent,-97.567497,35.8534
05OR,small_airport,Peacock Ranch Airport,3500,US,US-OR,Enterprise,-117.3509979,45.44150162
05PA,heliport,PECO Mob. Heliport,110,US,US-PA,Philadelphia,-75.178201,39.9548
05PN,heliport,State Police Area Iii Heliport,485,US,US-PA,Harrisburg,-76.85800171,40.30009842
05PS,small_airport,Mills Brothers Airport,1210,US,US-PA,Burnt Cabins,-77.86190033,40.14279938
05S,small_airport,Vernonia Airfield,647,US,US-OR,Vernonia,-123.2419968,45.85150146
05TA,small_airport,Brandes Air Field,276,US,US-TX,Sealy,-96.26509857,29.8090992
05TE,small_airport,Hilde-Griff Field,950,US,US-TX,Georgetown,-97.79139709,30.7220993
05TN,closed,Thurmond Glenn Field,285,US,US-TN,Covington,-89.552903,35.556998
05TS,small_airport,Dew Drop Airport,750,US,US-TX,Justin,-97.3585968,33.12929916
05TX,small_airport,Circle 'A' Ranch Airport,608,US,US-TX,Blum,-97.40419769,32.12919998
05UT,small_airport,Oljato Airport,4838,US,US-UT,Oljato,-110.3170013,37.03329849
05V,small_airport,Blanca Airport,7720,US,US-CO,Blanca,-105.552002,37.41109848
05VA,small_airport,Providence Airport,445,US,US-VA,Farmville,-78.41860199,37.2242012
05VT,heliport,Port of Highgate Springs Heliport,68,US,US-VT,Highgate Springs,-73.08670044,45.01330185
05WA,heliport,Sacred Heart Medical Center Helistop,2220,US,US-WA,Spokane,-117.4140015,47.64820099
05WI,small_airport,Ames Private Airport,958,US,US-WI,Darien,-88.74590302,42.65110016
05WN,small_airport,Flat Creek Field,1570,US,US-WA,Kettle Falls,-118.0475,48.702222
05XS,small_airport,Johnson Memorial Airport,105,US,US-AR,Wilmot,-91.54319763,33.07929993
05Y,small_airport,Henning Municipal Airport,1455,US,US-MN,Henning,-95.4394989,46.30379868
06AK,small_airport,June Lake Airpark,425,US,US-AK,Wasilla,-149.575331,61.627619
06AL,heliport,Brown Stagefield Army Heliport,415,US,US-AL,Fort Rucker/New Brockton,-85.97239685,31.38839912
06AR,small_airport,Bondair Airport,499,US,US-AR,Higden,-92.18489838,35.54449844
06AZ,heliport,Mercy Gilbert Medical Center Heliport,1280,US,US-AZ,Gilbert,-111.7529984,33.28580093
06B,seaplane_base,Lucky Landing Marina and Seaplane Base,115,US,US-ME,Bangor,-68.80500031,44.9070015
06CA,heliport,Sce Solar I Heliport,1942,US,US-CA,Yermo,-116.8339996,34.87080002
06CL,heliport,Abc7-Tv Heliport,520,US,US-CA,Glendale,-118.2890015,35.15719986
06CO,small_airport,Jecan Airport,5100,US,US-CO,Branson,-103.6910019,37.38750076
06FA,small_airport,William P Gwinn Airport,28,US,US-FL,Jupiter,-80.3289032,26.90839958
06FD,small_airport,Grass Roots Airpark,105,US,US-FL,Mascotte,-81.88500214,28.64170074
06FL,heliport,Morton Plant Hospital Heliport,3,US,US-FL,Clearwater,-82.8042984,27.95339966
06GA,heliport,Smith Heliport,1065,US,US-GA,Redan,-84.16210175,33.7533989
06I,seaplane_base,Patoka Reservoir Landing Area Seaplane Base,536,US,US-IN,French Lick,-86.69110107,38.4333992
06IA,small_airport,Rich Field,880,US,US-IA,Walford,-91.83429718,41.84140015
06ID,small_airport,Larkin Airport,2750,US,US-ID,Kuna,-116.3590012,43.46269989
06IL,small_airport,Humm Airport,708,US,US-IL,Earlville,-88.86990356,41.59949875
06IN,closed,Ellis Fly-In Airport,575,US,US-IN,Blackhawk,-87.303596,39.282799
06IS,small_airport,Sinele Strip,695,US,US-IL,Nauvoo,-91.27429962,40.54639816
06KS,heliport,Riverside Hospital Airlift Heliport,1332,US,US-KS,Wichita,-97.37249756,37.69580078
06KY,closed,Falcon Heliport,751,US,US-KY,Jackson,-83.344901,37.525902
06LA,heliport,Panther Helicopters Inc Heliport,,US,US-LA,Belle Chasse,-90.02780151,29.84600067
06LL,closed,Hammersmith Heliport,812,US,US-IL,Elburn,-88.496901,41.8736
06LS,heliport,Tembec Heliport,85,US,US-LA,St Francisville,-91.32019806,30.70789909
06MA,heliport,The Barn Heliport,210,US,US-MA,Pepperell,-71.60900116,42.69060135
06MD,heliport,Bayview Heliport,132,US,US-MD,Baltimore,-76.5463028,39.29140091
06ME,heliport,Barker Heliport,649,US,US-ME,Bethel,-70.844275,44.415247
06MI,heliport,W A Foote Memorial Hospital Heliport,978,US,US-MI,Jackson,-84.3914032,42.25109863
06MN,small_airport,Pike Field Airport,1463,US,US-MN,Virginia,-92.41670227,47.65190125
06MO,small_airport,Noahs Ark Airport,755,US,US-MO,Waldron,-94.80439758,39.23059845
06MT,small_airport,Torgerson Airport,3541,US,US-MT,Ethridge,-112.1090012,48.55830002
06N,small_airport,Randall Airport,523,US,US-NY,Middletown,-74.39160156,41.43199921
06NC,small_airport,Tailwinds Airport,163,US,US-NC,St. Pauls,-78.93029785,34.82749939
06ND,small_airport,Fitterer's Strip,2180,US,US-ND,Glen Ullin,-101.6689987,46.74890137
06NE,heliport,St Marys Hospital Heliport,1015,US,US-NE,Nebraska City,-95.86170197,40.68000031
06NH,small_airport,Cole Farm Airport,160,US,US-NH,Kensington,-70.97309875,42.92839813
06NJ,closed,Chemical Bank - New Jersey Na Heliport,25,US,US-NJ,Moorestown,-74.999603,39.950102
06NV,small_airport,Silver Creek Airport,5556,US,US-NV,Baker,-114.150277,39.098333
06NY,small_airport,Murphy Field,1100,US,US-NY,Auburn,-76.44529724,42.84280014
06O1,heliport,Saint Elizabeth Medical Center Heliport,1020,US,US-OH,Youngstown,-80.65699768,41.1147995
06OH,small_airport,Hal Joy Airfield,1160,US,US-OH,Williamsfield,-80.59120178,41.50979996
06OI,small_airport,Green Acres Airport,915,US,US-OH,New Lebanon,-84.38220215,39.73479843
06OK,heliport,Albert Lodge Heliport,900,US,US-OK,Grove,-94.83360291,36.54169846
06OR,small_airport,Hayden Mountain Airport,850,US,US-OR,Forest Grove,-123.0800018,45.46509933
06PA,small_airport,Freefall Oz Airport,1440,US,US-PA,Ceres,-78.288152,41.995792
06PN,heliport,Schiavoni Heliport,727,US,US-PA,Harrisburg,-76.772533,40.382733
06PS,heliport,Cherokee Island Castle Heliport,760,US,US-PA,West Homestead,-79.9213028,40.40230179
06R,small_airport,Grawunder Field,289,US,US-TX,Bellville,-96.24610138,29.94190025
06SN,small_airport,Beyer Farm Airport,1340,US,US-KS,Derby,-97.25309753,37.58390045
06TA,small_airport,Glaser Field,480,US,US-TX,Buckholts,-97.11689758,30.90850067
06TE,small_airport,Ainsworth Airport,129,US,US-TX,Cleveland,-95.02690125,30.31270027
06TN,small_airport,Hunter STOLport,640,US,US-TN,Columbia,-86.95690155,35.69729996
06TS,closed,Roscoe Mc Connico Airport,350,US,US-TX,Kerens,-96.179101,32.120701
06TX,small_airport,Diamond N Ranch Airport,215,US,US-TX,Hockley,-95.81289673,30.05760002
06VA,small_airport,Mount Horeb Field,1160,US,US-VA,Grottoes,-78.8553009,38.24900055
06WA,heliport,N A Degerstrom Yard Heliport,2013,US,US-WA,Spokane,-117.197998,47.68629837
06WI,small_airport,Young Private Airport,1075,US,US-WI,Frederic,-92.45020294,45.66270065
06WN,small_airport,Western Airpark,394,US,US-WA,Yelm,-122.5530014,46.92499924
06XS,small_airport,Campbell Field,546,US,US-TX,Aubrey,-97.04419708,33.3246994
06Y,small_airport,Herman Municipal Airport,1068,US,US-MN,Herman,-96.16059875,45.83000183
07AA,small_airport,Pan Lake Strip Airport,357,US,US-AK,Willow,-149.9549028,61.6959639
07AL,heliport,Tac X Stagefield Army Heliport,132,US,US-AL,Fort Rucker/Samson,-85.97910309,31.12520027
07AR,small_airport,Morrilton Airport,300,US,US-AR,Morrilton,-92.80020142,35.19449997
07AZ,closed,John C Lincoln Hospital Heliport,1255,US,US-AZ,Phoenix,-112.0690002,33.56669998
07B,small_airport,Blue Hill Airport,360,US,US-ME,Blue Hill,-68.56970215,44.44800186
07CA,heliport,West Side Hospital Heliport,850,US,US-CA,Taft,-119.4509964,35.13890076
07CL,small_airport,Richvale Airport,100,US,US-CA,Richvale,-121.7710037,39.49769974
07CO,small_airport,Comanche Creek Airport,6620,US,US-CO,Kiowa,-104.427002,39.2635994
07CT,closed,TNT Heliport,430,US,US-CT,Salem,-72.249603,41.4529
07D,small_airport,Tackaberry Airport,764,US,US-MI,Avoca,-82.72380066,43.0644989
07FA,small_airport,Ocean Reef Club Airport,8,US,US-FL,Key Largo,-80.27480316,25.3253994
07FD,closed,Flying G Ranch STOLport,90,US,US-FL,Lee,-83.283796,30.417999
07FL,heliport,Southwest Florida Regional Medical Center Heliport,18,US,US-FL,Fort Myers,-81.85949707,26.60540009
07GA,small_airport,Alcovy Airport,750,US,US-GA,Covington,-83.76309967,33.67499924
07I,seaplane_base,Lake Monroe Seaplane Base,538,US,US-IN,Bloomington,-86.44609833,39.05870056
07ID,small_airport,Interstate Airport,4580,US,US-ID,Malta,-113.3050003,42.27819824
07II,heliport,St Vincent Jennings Hospital Heliport,740,US,US-IN,North Vernon,-85.64080048,39.01060104
07IN,small_airport,Gray Airport,750,US,US-IN,Boggstown,-85.91390228,39.57369995
07K,small_airport,Central City Municipal - Larry Reineke Field,1717,US,US-NE,Central City,-98.05169678,41.11259842
07KS,small_airport,Heape Field,1321,US,US-KS,Augusta,-96.93669891,37.73419952
07KY,small_airport,Blue Lick Airport,532,US,US-KY,Louisville,-85.69329834,38.08060074
07LA,closed,Air Oil Inc Nr 1 Heliport,,US,US-LA,Harahan,-90.183701,29.937099
07LS,heliport,LA State Police Troop F Heliport,80,US,US-LA,Monroe,-91.98899841,32.51810074
07MA,heliport,West Pond Heliport,149,US,US-MA,Plymouth,-70.70950317,41.91699982
07MD,small_airport,Baugher's Orchard Airport,700,US,US-MD,Westminster,-77.05190277,39.60829926
07ME,heliport,Westbrook Heliport,250,US,US-ME,Westbrook,-70.33920288,43.73830032
07MI,small_airport,Scott Airstrip,1065,US,US-MI,Lake,-85.02390289,43.86420059
07MN,small_airport,Dairyview Airport,1680,US,US-MN,Hadley,-95.90950012,44.05500031
07MO,small_airport,Lake Sexton Airport,880,US,US-MO,Warrensburg,-93.61689758,38.65000153
07MT,small_airport,Glasgow Industrial Airport,2762,US,US-MT,Glasgow,-106.5279999,48.42110062
07N,small_airport,Bermudian Valley Airpark,470,US,US-PA,Kralltown,-77.00389862,40.01679993
07NC,small_airport,Hawks Meadow Airport,625,US,US-NC,Waxhaw,-80.75119781,34.83319855
07NH,seaplane_base,Diving Rock Seaplane Base,1404,US,US-NH,Washington,-72.06390381,43.17559814
07NJ,heliport,Hackensack UMC Palisades Heliport,10,US,US-NJ,North Bergen,-73.994863,40.793666
07NV,small_airport,Border Line Farm Airport,5120,US,US-NV,Baker,-114.053472,39.102239
07NY,heliport,Mmc Heliport,1320,US,US-NY,Monticello,-74.76499939,42.66640091
07OH,closed,Tennessee Gas Heliport,1025,US,US-OH,Claysville,-81.683503,39.9373
07OK,small_airport,Pleasant Valley Airport,1322,US,US-OK,Snyder,-99.03369904,34.63339996
07OR,small_airport,Bruce's Airport,250,US,US-OR,Milwaukie,-122.6200027,45.42179871
07PN,small_airport,Folmar Airport,1690,US,US-PA,Grassflat,-78.125278,40.998889
07SN,small_airport,Churchill Airport,1965,US,US-KS,Phillipsburg,-99.36009979,39.77280045
07TA,small_airport,Salaika Aviation Airport,30,US,US-TX,Danbury,-95.344658,29.240519
07TE,small_airport,Cuddihy Field,39,US,US-TX,Corpus Christi,-97.51280212,27.72109985
07TN,small_airport,Corntassel Airport,970,US,US-TN,Vonore,-84.2410965,35.5685997
07TS,small_airport,Cross-Country Estates Airport,690,US,US-TX,Georgetown,-97.57279968,30.625
07TX,heliport,Pecks Heliport,660,US,US-TX,Princeton,-96.44799805,33.18399811
07UT,small_airport,E Northrop Grumman Airport,4480,US,US-UT,Howell,-112.447222,41.716667
07VA,small_airport,Alpha Hotel Airport,350,US,US-VA,Clover,-78.78309631,36.81959915
07VT,small_airport,Meadow STOLport,801,US,US-VT,Jericho,-72.91470337,44.44720078
07WA,heliport,Multicare Deaconess Hospital Heliport,2110,US,US-WA,Spokane,-117.424477,47.651637
07WI,closed,Bartell Strip,990,US,US-WI,Genessee Depot,-88.391502,42.965302
07XS,heliport,Allen Ponderosa Heliport,840,US,US-TX,Crowley,-97.39170074,32.54219818
07Y,small_airport,Hill City-Quadna Mountain Airport,1289,US,US-MN,Hill City,-93.59690094,46.95550156
08AK,small_airport,Fisher Airport,200,US,US-AK,Big Lake,-149.724439,61.569639
08AL,seaplane_base,Little Lagoon Seaplane Base,8,US,US-AL,Gulf Shores,-87.754678,30.243717
08AR,closed,Crittenden Regional Hospital Heliport,206,US,US-AR,West Memphis,-90.190212,35.142046
08AZ,heliport,Mesa Police Heliport,1240,US,US-AZ,Mesa,-111.836998,33.41740036
08B,small_airport,Merrymeeting Field,65,US,US-ME,Bowdoinham,-69.88710022,44
08CA,heliport,Pg & E Co. Placerville Svc Center Heliport,1810,US,US-CA,Diamond Springs,-120.8270035,38.69490051
08CL,small_airport,Kistler Ranch Airport,1025,US,US-CA,Jamestown,-120.5540009,37.85960007
08CN,heliport,Tulare Motor Sports #1 Heliport,270,US,US-CA,Tulare,-119.306181,36.172031
08CO,small_airport,Terra Firma Airport,5600,US,US-CO,Rush,-104.0410004,38.73249817
08CT,seaplane_base,Seavair's Landing Seaplane Base,881,US,US-CT,Winsted,-73.0931015,41.89599991
08F,small_airport,City of Coalgate Airport,615,US,US-OK,Coalgate,-96.23310089,34.53179932
08FA,small_airport,Duda Airstrip,35,US,US-FL,La Belle,-81.48370361,26.57979965
08FD,small_airport,Sunniland Ranch Airport,65,US,US-FL,Okeechobee,-80.77279663,27.36310005
08FL,small_airport,J. H. Hendrie Farms Airport,103,US,US-FL,Lake Placid,-81.3286972,27.08449936
08G,heliport,Salt Fork Lodge Heliport,960,US,US-OH,Cambridge,-81.52619934,40.11090088
08GA,small_airport,Sapelo Island Airport,12,US,US-GA,Darien,-81.2858963,31.42580032
08ID,small_airport,Symms Airport,2680,US,US-ID,Marsing,-116.7770004,43.56930161
08II,heliport,Parkview Lagrange Hospital Heliport,943,US,US-IN,Lagrange,-85.426386,41.645085
08IL,closed,Harms Airstrip,643,US,US-IL,Tampico,-89.793999,41.577
08IN,seaplane_base,Winona Lake Seaplane Base,812,US,US-IN,Winona Lake,-85.830556,41.223056
08IS,small_airport,Hemmer RLA Restricted Landing Area,400,US,US-IL,Du Quoin,-89.20290375,37.97779846
08KS,small_airport,Alderson Airport,1250,US,US-KS,Bennington,-97.58000183,39.03469849
08KY,small_airport,Boss Airport,820,US,US-KY,Burnside,-84.62609863,36.97259903
08LA,heliport,Air Oil Inc Nr 2 Heliport,4,US,US-LA,Harahan,-90.18260193,29.95299911
08LL,small_airport,Sauer Airport,665,US,US-IL,Dwight,-88.48919678,41.07529831
08LS,small_airport,Aeleron Airport,51,US,US-LA,Grand Coteau,-92.02359772,30.40360069
08MA,small_airport,Wormid Airport,360,US,US-MA,Southborough,-71.49620056,42.29399872
08MD,heliport,St Joseph Hospital Heliport,470,US,US-MD,Towson,-76.61000061,39.38830185
08ME,small_airport,Lindbergh Airport,554,US,US-ME,Avon,-70.34529877,44.81420135
08MI,heliport,Sparrow Hospital Heliport,1019,US,US-MI,Lansing,-84.53659821,42.73419952
08MN,seaplane_base,Christenson Point Seaplane Base,1372,US,US-MN,Chisholm/Hibbing,-93.05439758,47.66939926
08MO,small_airport,Twin Oaks Airport,955,US,US-MO,Jasper,-94.28379822,37.39559937
08MS,small_airport,Williams Field,345,US,US-MS,Coldwater,-89.86830139,34.66220093
08MT,small_airport,Clark Airport,3450,US,US-MT,Grassrange,-108.8170013,47.06389999
08N,small_airport,Keller Brothers Airport,550,US,US-PA,Lebanon,-76.32879639,40.29180145
